id,dominant_lexicon,dominant_embedding
1199,,sanctity.vice
1200,,sanctity.vice
1201,,sanctity.vice
1202,,sanctity.vice
1203,,sanctity.vice
1204,,sanctity.vice
1205,,fairness.vice
1206,,fairness.vice
1207,,sanctity.vice
1208,,sanctity.virtue
1209,,care.vice
1210,,loyalty.virtue
1211,,care.vice
1212,,sanctity.vice
1213,,sanctity.virtue
1214,,sanctity.virtue
1215,,sanctity.virtue
1216,,sanctity.virtue
1217,,sanctity.vice
1218,,care.virtue
1219,,sanctity.vice
1220,,fairness.vice
1221,,fairness.vice
1222,,sanctity.vice
1223,,fairness.vice
1224,,sanctity.vice
1225,,loyalty.virtue
1226,authority.virtue,care.virtue
1227,care.vice,sanctity.vice
1228,,fairness.vice
1229,,authority.vice
1230,,sanctity.virtue
1231,sanctity.vice,sanctity.vice
1232,loyalty.virtue,loyalty.virtue
1233,,sanctity.vice
1234,,sanctity.virtue
1235,,sanctity.virtue
1236,,sanctity.vice
1237,,loyalty.virtue
1238,,sanctity.vice
1239,care.vice,care.vice
1240,,care.vice
1241,,sanctity.virtue
1242,,sanctity.vice
1243,,sanctity.vice
1244,,sanctity.vice
1245,sanctity.vice,sanctity.virtue
1246,care.virtue,sanctity.vice
1247,,sanctity.vice
1248,,sanctity.vice
1249,,sanctity.vice
1250,,fairness.vice
1251,,sanctity.vice
1252,,care.virtue
1253,,sanctity.virtue
1254,,sanctity.virtue
1255,,fairness.vice
1256,,fairness.vice
1257,,sanctity.vice
1258,,sanctity.vice
1259,,sanctity.vice
1260,,care.virtue
1261,,sanctity.vice
1262,loyalty.virtue,fairness.vice
1263,,sanctity.vice
1264,,loyalty.virtue
1265,,sanctity.vice
1266,,sanctity.vice
1267,,loyalty.virtue
1268,,sanctity.vice
1269,,sanctity.vice
1270,,sanctity.vice
1271,,sanctity.vice
1272,,sanctity.vice
1273,,loyalty.virtue
1274,,sanctity.virtue
1275,,sanctity.vice
1276,,sanctity.vice
1277,,sanctity.vice
1278,,sanctity.vice
1279,,sanctity.vice
1280,,sanctity.vice
1281,,sanctity.vice
1282,,loyalty.virtue
1283,,sanctity.vice
1284,,sanctity.vice
1285,,sanctity.vice
1286,,sanctity.vice
1287,,sanctity.vice
1288,,loyalty.virtue
1289,,authority.virtue
1290,,sanctity.vice
1291,,sanctity.vice
1292,,sanctity.vice
1293,,sanctity.vice
1294,,sanctity.vice
1295,,sanctity.vice
1296,,sanctity.vice
1297,,sanctity.vice
1298,,sanctity.virtue
1299,,care.virtue
1300,,sanctity.virtue
1301,,sanctity.vice
1302,,sanctity.vice
1303,,care.virtue
1304,,loyalty.vice
1305,,sanctity.vice
1306,,sanctity.vice
1307,,sanctity.vice
1308,,sanctity.vice
1309,,care.virtue
1310,,sanctity.vice
1311,care.vice,care.vice
1312,,authority.vice
1313,,sanctity.vice
1314,,loyalty.virtue
1315,,authority.virtue
1316,,sanctity.virtue
1317,,sanctity.virtue
1318,,sanctity.virtue
1319,,sanctity.virtue
1320,,sanctity.vice
1321,,sanctity.vice
1322,,sanctity.virtue
1323,,sanctity.vice
1324,,sanctity.vice
1325,,care.virtue
1326,,sanctity.vice
1327,,sanctity.virtue
1328,care.vice,sanctity.vice
1329,,sanctity.vice
1330,,sanctity.vice
1331,,fairness.virtue
1332,,sanctity.vice
1333,,sanctity.virtue
1334,,fairness.vice
